dataset,sample_id,duration_group,error_rate,metric,hypothesis,reference,reference_full,error_rate_corrected
librispeech,librispeech_3570-5696,very_long,0.0273,WER,"Under the simple test of effectiveness for advertising, we should expect to find leisure and the conspicuous consumption of goods dividing the field of pecuniary emulation pretty evenly between them at the outset. But the actual course of development has been somewhat different from this ideal scheme. Leisure held the first place at the start and came to hold a rank very much above wasteful consumption of goods, both as a direct exponent of wealth and as an element in the standard of decency during the quasi-peaceful culture. Other circumstances permitting, that instinct disposes men to look with favour upon productive efficiency and on whatever is of human use.",UNDER THE SIMPLE TEST OF EFFECTIVENESS FOR ADVERTISING WE SHOULD EXPECT TO FIND LEISURE AND THE CONSPICUOUS CONSUMPTION ,UNDER THE SIMPLE TEST OF EFFECTIVENESS FOR ADVERTISING WE SHOULD EXPECT TO FIND LEISURE AND THE CONSPICUOUS CONSUMPTION OF GOODS DIVIDING THE FIELD OF PECUNIARY EMULATION PRETTY EVENLY BETWEEN THEM AT THE OUTSET BUT THE ACTUAL COURSE OF DEVELOPMENT HAS BEEN SOMEWHAT DIFFERENT FROM THIS IDEAL SCHEME LEISURE HELD THE FIRST PLACE AT THE START AND CAME TO HOLD A RANK VERY MUCH ABOVE WASTEFUL CONSUMPTION OF GOODS BOTH AS A DIRECT EXPONENT OF WEALTH AND AS AN ELEMENT IN THE STANDARD OF DECENCY DURING THE QUASI PEACEABLE CULTURE OTHER CIRCUMSTANCES PERMITTING THAT INSTINCT DISPOSES MEN TO LOOK WITH FAVOR UPON PRODUCTIVE EFFICIENCY AND ON WHATEVER IS OF HUMAN USE,0.0273
librispeech,librispeech_3575-170457,very_long,0.0526,WER,"And often has my mother said, while on her lap I laid my head, she feared for time I was not made, but for eternity. Why are we to be denied each other's society? Why are we to be divided? Surely it must be because we're in danger of loving each other too well, of losing sight of the creator and idolatry of the creature. We used to dispute about politics and religion. she a torian clergyman's daughter was always in a minority of one in our house of violent dissent and radicalism",AND OFTEN HAS MY MOTHER SAID WHILE ON HER LAP I LAID MY HEAD SHE FEARED FOR TIME I WAS NOT MADE BUT FOR ETERNITY WHY ARE,AND OFTEN HAS MY MOTHER SAID WHILE ON HER LAP I LAID MY HEAD SHE FEARED FOR TIME I WAS NOT MADE BUT FOR ETERNITY WHY ARE WE TO BE DENIED EACH OTHER'S SOCIETY WHY ARE WE TO BE DIVIDED SURELY IT MUST BE BECAUSE WE ARE IN DANGER OF LOVING EACH OTHER TOO WELL OF LOSING SIGHT OF THE CREATOR IN IDOLATRY OF THE CREATURE WE USED TO DISPUTE ABOUT POLITICS AND RELIGION SHE A TORY AND CLERGYMAN'S DAUGHTER WAS ALWAYS IN A MINORITY OF ONE IN OUR HOUSE OF VIOLENT DISSENT AND RADICALISM,0.0526
librispeech,librispeech_3729-6852,very_long,0.023,WER,"To celebrate the arrival of her son, Sylvia gave a splendid supper to which she had invited all her relatives, and it was a good opportunity for me to make their acquaintance. Without saying it positively, she made me understand that being herself an illustrious member of the Republic of Letters, she was well aware that she was speaking to an insect. In order to please her, I spoke to her of the Abbey Conti, and I had occasion to quote two lines of that profound writer.",TO CELEBRATE THE ARRIVAL OF HER SON SILVIA GAVE A SPLENDID SUPPER TO WHICH SHE HAD INVITED ALL HER RELATIVES AND IT WAS ,TO CELEBRATE THE ARRIVAL OF HER SON SILVIA GAVE A SPLENDID SUPPER TO WHICH SHE HAD INVITED ALL HER RELATIVES AND IT WAS A GOOD OPPORTUNITY FOR ME TO MAKE THEIR ACQUAINTANCE WITHOUT SAYING IT POSITIVELY SHE MADE ME UNDERSTAND THAT BEING HERSELF AN ILLUSTRIOUS MEMBER OF THE REPUBLIC OF LETTERS SHE WAS WELL AWARE THAT SHE WAS SPEAKING TO AN INSECT IN ORDER TO PLEASE HER I SPOKE TO HER OF THE ABBE CONTI AND I HAD OCCASION TO QUOTE TWO LINES OF THAT PROFOUND WRITER,0.023
librispeech,librispeech_4077-13751,very_long,0.0721,WER,"On the 6th of April, 1830, the Church of Jesus Christ of Latter-day Saints was formally organized and thus took on a legal existence. Its origin was small, a germ, an insignificant seed, hardly to be thought of as likely to arouse opposition. Instead of but six regularly affiliated members, and at most two score of adherents, the organization numbers today many hundred thousand souls. In place of a single hamlet, in the smallest corner of which the members could have congregated, there now are about 70 stakes of Zion and about 700 organized wards, each ward and stake with its full complement of officers and priesthood organizations.",ON THE SIXTH OF APRIL EIGHTEEN THIRTY THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS WAS FORMALLY ORGANIZED AND THUS TO,ON THE SIXTH OF APRIL EIGHTEEN THIRTY THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS WAS FORMALLY ORGANIZED AND THUS TOOK ON A LEGAL EXISTENCE ITS ORIGIN WAS SMALL A GERM AN INSIGNIFICANT SEED HARDLY TO BE THOUGHT OF AS LIKELY TO AROUSE OPPOSITION INSTEAD OF BUT SIX REGULARLY AFFILIATED MEMBERS AND AT MOST TWO SCORE OF ADHERENTS THE ORGANIZATION NUMBERS TODAY MANY HUNDRED THOUSAND SOULS IN PLACE OF A SINGLE HAMLET IN THE SMALLEST CORNER OF WHICH THE MEMBERS COULD HAVE CONGREGATED THERE NOW ARE ABOUT SEVENTY STAKES OF ZION AND ABOUT SEVEN HUNDRED ORGANIZED WARDS EACH WARD AND STAKE WITH ITS FULL COMPLEMENT OF OFFICERS AND PRIESTHOOD ORGANIZATIONS,0.0721
librispeech,librispeech_4077-13754,very_long,0.0,WER,"The army found the people in poverty, and left them in comparative wealth. But a word further concerning the expedition in general. It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the secessionists. Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?",THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH BUT A WORD FURTHER CONCERNING THE EXPEDITION IN,THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH BUT A WORD FURTHER CONCERNING THE EXPEDITION IN GENERAL IT WAS THROUGH FLOYD'S ADVICE THAT BUCHANAN ORDERED THE MILITARY EXPEDITION TO UTAH OSTENSIBLY TO INSTALL CERTAIN FEDERAL OFFICIALS AND TO REPRESS AN ALLEGED INFANTILE REBELLION WHICH IN FACT HAD NEVER COME INTO EXISTENCE BUT IN REALITY TO FURTHER THE INTERESTS OF THE SECESSIONISTS MOREOVER HAD THE PEOPLE BEEN INCLINED TO REBELLION WHAT GREATER OPPORTUNITY COULD THEY HAVE WISHED,0.0
librispeech,librispeech_4446-2271,very_long,0.0602,WER,main hall liked alexander because he was an engineer he had preconceived ideas about everything and his idea about americans was that they should be engineers or mechanics it's tremendously well put on too it's been on only two weeks and i've been half a dozen times already do you know alexander main hall looked with perplexity up into the top of the handsome and rubbed his pink cheek with his gloved finger do you know i sometimes think of taking to criticism seriously myself.,MAINHALL LIKED ALEXANDER BECAUSE HE WAS AN ENGINEER HE HAD PRECONCEIVED IDEAS ABOUT EVERYTHING AND HIS IDEA ABOUT AMERIC,MAINHALL LIKED ALEXANDER BECAUSE HE WAS AN ENGINEER HE HAD PRECONCEIVED IDEAS ABOUT EVERYTHING AND HIS IDEA ABOUT AMERICANS WAS THAT THEY SHOULD BE ENGINEERS OR MECHANICS IT'S TREMENDOUSLY WELL PUT ON TOO IT'S BEEN ON ONLY TWO WEEKS AND I'VE BEEN HALF A DOZEN TIMES ALREADY DO YOU KNOW ALEXANDER MAINHALL LOOKED WITH PERPLEXITY UP INTO THE TOP OF THE HANSOM AND RUBBED HIS PINK CHEEK WITH HIS GLOVED FINGER DO YOU KNOW I SOMETIMES THINK OF TAKING TO CRITICISM SERIOUSLY MYSELF,0.0602
librispeech,librispeech_4446-2273,very_long,0.0,WER,"Hilda was very nice to him, and he sat on the edge of his chair, flushed with his conversational efforts, and moving his chin about nervously over his high collar. They asked him to come to see them in Chelsea, and they spoke very tenderly of Hilda. Lamb wouldn't care a great deal about many of them, I fancy. When Bartley arrived at Bedford Square on Sunday evening, Marie, the pretty little French girl, met him at the door and conducted him upstairs. I should never have asked you if Molly had been here, for I remember you don't like English cookery.",HILDA WAS VERY NICE TO HIM AND HE SAT ON THE EDGE OF HIS CHAIR FLUSHED WITH HIS CONVERSATIONAL EFFORTS AND MOVING HIS CH,HILDA WAS VERY NICE TO HIM AND HE SAT ON THE EDGE OF HIS CHAIR FLUSHED WITH HIS CONVERSATIONAL EFFORTS AND MOVING HIS CHIN ABOUT NERVOUSLY OVER HIS HIGH COLLAR THEY ASKED HIM TO COME TO SEE THEM IN CHELSEA AND THEY SPOKE VERY TENDERLY OF HILDA LAMB WOULDN'T CARE A GREAT DEAL ABOUT MANY OF THEM I FANCY WHEN BARTLEY ARRIVED AT BEDFORD SQUARE ON SUNDAY EVENING MARIE THE PRETTY LITTLE FRENCH GIRL MET HIM AT THE DOOR AND CONDUCTED HIM UPSTAIRS I SHOULD NEVER HAVE ASKED YOU IF MOLLY HAD BEEN HERE FOR I REMEMBER YOU DON'T LIKE ENGLISH COOKERY,0.0
librispeech,librispeech_4446-2275,very_long,0.0112,WER,"The stop at Queenstown, the tedious passage up the Mercy, were things that he noted dimly through his growing impatience. She blushed and smiled and fumbled his card in her confusion before she ran upstairs. Alexander paced up and down the hallway, buttoning and unbuttoning his overcoat, until she returned and took him up to Hilda's living room. The room was empty when he entered. Alexander did not sit down. I felt it in my bones when I woke this morning that something splendid was going to turn up.",THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE ,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE SHE BLUSHED AND SMILED AND FUMBLED HIS CARD IN HER CONFUSION BEFORE SHE RAN UPSTAIRS ALEXANDER PACED UP AND DOWN THE HALLWAY BUTTONING AND UNBUTTONING HIS OVERCOAT UNTIL SHE RETURNED AND TOOK HIM UP TO HILDA'S LIVING ROOM THE ROOM WAS EMPTY WHEN HE ENTERED ALEXANDER DID NOT SIT DOWN I FELT IT IN MY BONES WHEN I WOKE THIS MORNING THAT SOMETHING SPLENDID WAS GOING TO TURN UP,0.0112
librispeech,librispeech_4507-16021,very_long,0.0417,WER,chapter one origin it engenders a whole world la pègre for which read theft and a hell la pègrenne for which read hunger thus idleness is the mother she has a son theft and a daughter hunger what is slang We have never understood this sort of objections.,CHAPTER ONE ORIGIN IT ENGENDERS A WHOLE WORLD LA PEGRE FOR WHICH READ THEFT AND A HELL LA PEGRENNE FOR WHICH READ HUNGER,CHAPTER ONE ORIGIN IT ENGENDERS A WHOLE WORLD LA PEGRE FOR WHICH READ THEFT AND A HELL LA PEGRENNE FOR WHICH READ HUNGER THUS IDLENESS IS THE MOTHER SHE HAS A SON THEFT AND A DAUGHTER HUNGER WHAT IS SLANG WE HAVE NEVER UNDERSTOOD THIS SORT OF OBJECTIONS,0.0417
librispeech,librispeech_4970-29093,very_long,0.027,WER,you'll never dig it out of the astor library to the young american here or elsewhere the paths to fortune are innumerable and all open there is invitation in the air and success in all his wide horizon he has no traditions to bind him or guide him and his impulse is to break away from the occupation his father has followed and make a new way for himself the modest fellow would have liked fame thrust upon him for some worthy achievement it might be for a book or for the skilful management of some great newspaper or for some daring expedition like that of lieutenant strain or dr,YOU'LL NEVER DIG IT OUT OF THE ASTOR LIBRARY TO THE YOUNG AMERICAN HERE OR ELSEWHERE THE PATHS TO FORTUNE ARE INNUMERABL,YOU'LL NEVER DIG IT OUT OF THE ASTOR LIBRARY TO THE YOUNG AMERICAN HERE OR ELSEWHERE THE PATHS TO FORTUNE ARE INNUMERABLE AND ALL OPEN THERE IS INVITATION IN THE AIR AND SUCCESS IN ALL HIS WIDE HORIZON HE HAS NO TRADITIONS TO BIND HIM OR GUIDE HIM AND HIS IMPULSE IS TO BREAK AWAY FROM THE OCCUPATION HIS FATHER HAS FOLLOWED AND MAKE A NEW WAY FOR HIMSELF THE MODEST FELLOW WOULD HAVE LIKED FAME THRUST UPON HIM FOR SOME WORTHY ACHIEVEMENT IT MIGHT BE FOR A BOOK OR FOR THE SKILLFUL MANAGEMENT OF SOME GREAT NEWSPAPER OR FOR SOME DARING EXPEDITION LIKE THAT OF LIEUTENANT STRAIN OR DOCTOR KANE,0.027
librispeech,librispeech_4970-29095,very_long,0.0,WER,she was tired of other things she tried this morning an air or two upon the piano sang a simple song in a sweet but slightly metallic voice and then seating herself by the open window read philip's letter well mother said the young student looking up with a shade of impatience i hope thee told the elders that father and i are responsible for the piano and that much as thee loves music thee is never in the room when it is played,SHE WAS TIRED OF OTHER THINGS SHE TRIED THIS MORNING AN AIR OR TWO UPON THE PIANO SANG A SIMPLE SONG IN A SWEET BUT SLIG,SHE WAS TIRED OF OTHER THINGS SHE TRIED THIS MORNING AN AIR OR TWO UPON THE PIANO SANG A SIMPLE SONG IN A SWEET BUT SLIGHTLY METALLIC VOICE AND THEN SEATING HERSELF BY THE OPEN WINDOW READ PHILIP'S LETTER WELL MOTHER SAID THE YOUNG STUDENT LOOKING UP WITH A SHADE OF IMPATIENCE I HOPE THEE TOLD THE ELDERS THAT FATHER AND I ARE RESPONSIBLE FOR THE PIANO AND THAT MUCH AS THEE LOVES MUSIC THEE IS NEVER IN THE ROOM WHEN IT IS PLAYED,0.0
librispeech,librispeech_4992-23283,very_long,0.0211,WER,but the more forgetfulness had then prevailed the more powerful was the force of remembrance when she awoke miss milner's health is not good said mrs horton a few minutes after so there is to me added sanford with a sarcastic sneer and yet you must own her behaviour has warranted them has it not been in this particular incoherent and unaccountable not that i know of not one more that i know of he replied with astonishment at what she had insinuated and yet with a perfect assurance that she was in the wrong,BUT THE MORE FORGETFULNESS HAD THEN PREVAILED THE MORE POWERFUL WAS THE FORCE OF REMEMBRANCE WHEN SHE AWOKE MISS MILNER',BUT THE MORE FORGETFULNESS HAD THEN PREVAILED THE MORE POWERFUL WAS THE FORCE OF REMEMBRANCE WHEN SHE AWOKE MISS MILNER'S HEALTH IS NOT GOOD SAID MISSUS HORTON A FEW MINUTES AFTER SO THERE IS TO ME ADDED SANDFORD WITH A SARCASTIC SNEER AND YET YOU MUST OWN HER BEHAVIOUR HAS WARRANTED THEM HAS IT NOT BEEN IN THIS PARTICULAR INCOHERENT AND UNACCOUNTABLE NOT THAT I KNOW OF NOT ONE MORE THAT I KNOW OF HE REPLIED WITH ASTONISHMENT AT WHAT SHE HAD INSINUATED AND YET WITH A PERFECT ASSURANCE THAT SHE WAS IN THE WRONG,0.0211
librispeech,librispeech_4992-41797,very_long,0.1474,WER,yes dead these four years and a good job for her too well as i say it's an awful queer world they clap all the burglars in jail and the murderers and the wife beaters i allers thought a gentle reproof would be enough punishment for a wife beater cause he probably has a lot of provocation that nobody knows and the firebugs can't think of the right name something like cendiaries and the breakers of the peace and what-not and yet the law has nothing to say to a man like han lord,YES DEAD THESE FOUR YEARS AN A GOOD JOB FOR HER TOO WELL AS I SAY IT'S AN AWFUL QUEER WORLD THEY CLAP ALL THE BURGLARS I,YES DEAD THESE FOUR YEARS AN A GOOD JOB FOR HER TOO WELL AS I SAY IT'S AN AWFUL QUEER WORLD THEY CLAP ALL THE BURGLARS INTO JAIL AND THE MURDERERS AND THE WIFE BEATERS I'VE ALLERS THOUGHT A GENTLE REPROOF WOULD BE ENOUGH PUNISHMENT FOR A WIFE BEATER CAUSE HE PROBABLY HAS A LOT O PROVOCATION THAT NOBODY KNOWS AND THE FIREBUGS CAN'T THINK O THE RIGHT NAME SOMETHING LIKE CENDENARIES AN THE BREAKERS O THE PEACE AN WHAT NOT AN YET THE LAW HAS NOTHIN TO SAY TO A MAN LIKE HEN LORD,0.1474
librispeech,librispeech_4992-41806,very_long,0.1034,WER,"Natty Harmon tried the kitchen pump secretly several times during the evening, for the water had to run uphill all the way from the well to the kitchen sink, and he believed this to be a continual miracle that might give out at any moment. Tonight there was no need of extra heat, and there were great ceremonies to be observed in lighting the fires on the hearthstones. they began with the one in the family sitting-room colonel wheeler ralph thurston mr and mrs bill harmon with natty and ruffis mr and mrs popham with digby and lally joy all standing in admiring groups and thrilling with delight at the order of events",NATTY HARMON TRIED THE KITCHEN PUMP SECRETLY SEVERAL TIMES DURING THE EVENING FOR THE WATER HAD TO RUN UP HILL ALL THE W,NATTY HARMON TRIED THE KITCHEN PUMP SECRETLY SEVERAL TIMES DURING THE EVENING FOR THE WATER HAD TO RUN UP HILL ALL THE WAY FROM THE WELL TO THE KITCHEN SINK AND HE BELIEVED THIS TO BE A CONTINUAL MIRACLE THAT MIGHT GIVE OUT AT ANY MOMENT TO NIGHT THERE WAS NO NEED OF EXTRA HEAT AND THERE WERE GREAT CEREMONIES TO BE OBSERVED IN LIGHTING THE FIRES ON THE HEARTHSTONES THEY BEGAN WITH THE ONE IN THE FAMILY SITTING ROOM COLONEL WHEELER RALPH THURSTON MISTER AND MISSUS BILL HARMON WITH NATTY AND RUFUS MISTER AND MISSUS POPHAM WITH DIGBY AND LALLIE JOY ALL STANDING IN ADMIRING GROUPS AND THRILLING WITH DELIGHT AT THE ORDER OF EVENTS,0.1034
librispeech,librispeech_5105-28233,very_long,0.0112,WER,"Length of service? Fourteen years, three months, and five days. He seemed born to please without being conscious of the power he possessed. It must be owned, and no one was more ready to confess it than himself, that his literary attainments were by no means of a high order. We don't spin tops, is a favorite saying amongst artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Cervodac, being naturally idle, was very much given to spinning tops.",LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS HE SEEMED BORN TO PLEASE WITHOUT BEING CONSCIOUS OF THE POWE,LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS HE SEEMED BORN TO PLEASE WITHOUT BEING CONSCIOUS OF THE POWER HE POSSESSED IT MUST BE OWNED AND NO ONE WAS MORE READY TO CONFESS IT THAN HIMSELF THAT HIS LITERARY ATTAINMENTS WERE BY NO MEANS OF A HIGH ORDER WE DON'T SPIN TOPS IS A FAVORITE SAYING AMONGST ARTILLERY OFFICERS INDICATING THAT THEY DO NOT SHIRK THEIR DUTY BY FRIVOLOUS PURSUITS BUT IT MUST BE CONFESSED THAT SERVADAC BEING NATURALLY IDLE WAS VERY MUCH GIVEN TO SPINNING TOPS,0.0112
librispeech,librispeech_5105-28240,very_long,0.0345,WER,fast as his legs could carry him servidac had made his way to the top of the cliff it was quite true that a vessel was in sight hardly more than six miles from the shore but owing to the increase in the earth's convexity and the consequent limitation of the range of vision the rigging of the topmasts alone was visible above the water exclaimed servidac keeping his eye unmoved at his telescope she is under sail but she is count timoshef's yacht he was right,FAST AS HIS LEGS COULD CARRY HIM SERVADAC HAD MADE HIS WAY TO THE TOP OF THE CLIFF IT WAS QUITE TRUE THAT A VESSEL WAS I,FAST AS HIS LEGS COULD CARRY HIM SERVADAC HAD MADE HIS WAY TO THE TOP OF THE CLIFF IT WAS QUITE TRUE THAT A VESSEL WAS IN SIGHT HARDLY MORE THAN SIX MILES FROM THE SHORE BUT OWING TO THE INCREASE IN THE EARTH'S CONVEXITY AND THE CONSEQUENT LIMITATION OF THE RANGE OF VISION THE RIGGING OF THE TOPMASTS ALONE WAS VISIBLE ABOVE THE WATER EXCLAIMED SERVADAC KEEPING HIS EYE UNMOVED AT HIS TELESCOPE SHE IS UNDER SAIL BUT SHE IS COUNT TIMASCHEFF'S YACHT HE WAS RIGHT,0.0345
librispeech,librispeech_5105-28241,very_long,0.0273,WER,her sea-going qualities were excellent and would have amply sufficed for a circumnavigation of the globe after an apprenticeship on a merchant ship he had entered the imperial navy and had already reached the rank of lieutenant when the count appointed him to the charge of his own private yacht in which he was accustomed to spend by far the greater part of his time throughout the winter generally cruising in the mediterranean whilst in the summer he visited more northern waters the late astounding events however had rendered prokope manifestly uneasy and not the less so from his consciousness that the count secretly partook of his own anxiety,HER SEA GOING QUALITIES WERE EXCELLENT AND WOULD HAVE AMPLY SUFFICED FOR A CIRCUMNAVIGATION OF THE GLOBE AFTER AN APPREN,HER SEA GOING QUALITIES WERE EXCELLENT AND WOULD HAVE AMPLY SUFFICED FOR A CIRCUMNAVIGATION OF THE GLOBE AFTER AN APPRENTICESHIP ON A MERCHANT SHIP HE HAD ENTERED THE IMPERIAL NAVY AND HAD ALREADY REACHED THE RANK OF LIEUTENANT WHEN THE COUNT APPOINTED HIM TO THE CHARGE OF HIS OWN PRIVATE YACHT IN WHICH HE WAS ACCUSTOMED TO SPEND BY FAR THE GREATER PART OF HIS TIME THROUGHOUT THE WINTER GENERALLY CRUISING IN THE MEDITERRANEAN WHILST IN THE SUMMER HE VISITED MORE NORTHERN WATERS THE LATE ASTOUNDING EVENTS HOWEVER HAD RENDERED PROCOPE MANIFESTLY UNEASY AND NOT THE LESS SO FROM HIS CONSCIOUSNESS THAT THE COUNT SECRETLY PARTOOK OF HIS OWN ANXIETY,0.0273
librispeech,librispeech_5142-33396,very_long,0.0102,WER,at another time harold asked what is your country olaf have you always been a thrall the thrall's eyes flashed two hundred warriors feasted in his hall and followed him to battle the rest of you off a viking he had three ships these he gave to three of my brothers but i stayed that spring and built me a boat i made her for only twenty oars because i thought few men would follow me for i was young fifteen years old at the prow i carved the head with open mouth and forked tongue thrust out,AT ANOTHER TIME HARALD ASKED WHAT IS YOUR COUNTRY OLAF HAVE YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED TWO HUNDR,AT ANOTHER TIME HARALD ASKED WHAT IS YOUR COUNTRY OLAF HAVE YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED TWO HUNDRED WARRIORS FEASTED IN HIS HALL AND FOLLOWED HIM TO BATTLE THE REST OF YOU OFF A VIKING HE HAD THREE SHIPS THESE HE GAVE TO THREE OF MY BROTHERS BUT I STAYED THAT SPRING AND BUILT ME A BOAT I MADE HER FOR ONLY TWENTY OARS BECAUSE I THOUGHT FEW MEN WOULD FOLLOW ME FOR I WAS YOUNG FIFTEEN YEARS OLD AT THE PROW I CARVED THE HEAD WITH OPEN MOUTH AND FORKED TONGUE THRUST OUT,0.0102
librispeech,librispeech_5142-36377,very_long,0.0179,WER,it was one of the masterly and charming stories of dumas the elder in five minutes i was in a new world and my melancholy room was full of the liveliest french company the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality ambrose met me at the bottom of the stairs and showed me the way to the supper-room she signed to me with a ghostly solemnity to take the vacant place on the left of her father the door opened again while i was still studying the two brothers without i honestly confess being very favorably impressed by either of them,IT WAS ONE OF THE MASTERLY AND CHARMING STORIES OF DUMAS THE ELDER IN FIVE MINUTES I WAS IN A NEW WORLD AND MY MELANCHOL,IT WAS ONE OF THE MASTERLY AND CHARMING STORIES OF DUMAS THE ELDER IN FIVE MINUTES I WAS IN A NEW WORLD AND MY MELANCHOLY ROOM WAS FULL OF THE LIVELIEST FRENCH COMPANY THE SOUND OF AN IMPERATIVE AND UNCOMPROMISING BELL RECALLED ME IN DUE TIME TO THE REGIONS OF REALITY AMBROSE MET ME AT THE BOTTOM OF THE STAIRS AND SHOWED ME THE WAY TO THE SUPPER ROOM SHE SIGNED TO ME WITH A GHOSTLY SOLEMNITY TO TAKE THE VACANT PLACE ON THE LEFT OF HER FATHER THE DOOR OPENED AGAIN WHILE I WAS STILL STUDYING THE TWO BROTHERS WITHOUT I HONESTLY CONFESS BEING VERY FAVORABLY IMPRESSED BY EITHER OF THEM,0.0179
librispeech,librispeech_5639-40744,very_long,0.0377,WER,"Eleven o'clock had struck. It was a fine, clear night. They were the only persons on the road, and they sauntered leisurely along, to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley or on the banks of their river. Secure, as he thought, in the careful administration of justice in that city and the character of its well-disposed inhabitants, the good Hidalgo was far from thinking that any disaster could befall his family. Rodolfo and his companions, with their faces muffled in their cloaks, stared rudely and insolently at the mother, the daughter, and the servant maid.",ELEVEN O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THEY WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ,ELEVEN O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THEY WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ALONG TO AVOID PAYING THE PRICE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEDANS IN THEIR VALLEY OR ON THE BANKS OF THEIR RIVER SECURE AS HE THOUGHT IN THE CAREFUL ADMINISTRATION OF JUSTICE IN THAT CITY AND THE CHARACTER OF ITS WELL DISPOSED INHABITANTS THE GOOD HIDALGO WAS FAR FROM THINKING THAT ANY DISASTER COULD BEFAL HIS FAMILY RODOLFO AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT MAID,0.0377
librispeech,librispeech_5683-32865,very_long,0.0476,WER,you know captain lake said lord shelford addressing me he had his hand upon lake's shoulder they are cousins you know we are all cousins whatever lord shelford said miss brandon received it very graciously and even with a momentary smile but her greeting to captain leake was more than usually haughty and frozen and her features i fancied particularly proud and pale,YOU KNOW CAPTAIN LAKE SAID LORD CHELFORD ADDRESSING ME HE HAD HIS HAND UPON LAKE'S SHOULDER THEY ARE COUSINS YOU KNOW WE,YOU KNOW CAPTAIN LAKE SAID LORD CHELFORD ADDRESSING ME HE HAD HIS HAND UPON LAKE'S SHOULDER THEY ARE COUSINS YOU KNOW WE ARE ALL COUSINS WHATEVER LORD CHELFORD SAID MISS BRANDON RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE BUT HER GREETING TO CAPTAIN LAKE WAS MORE THAN USUALLY HAUGHTY AND FROZEN AND HER FEATURES I FANCIED PARTICULARLY PROUD AND PALE,0.0476
librispeech,librispeech_5683-32866,very_long,0.0833,WER,"Miss Lake declined the carriage to-night, and he added something still less complimentary. But don't these very wise things sometimes turn out very foolishly? In the meantime, I had formed a new idea of her. By this time, Lord Chalford and Wilder returned, and, disgusted, rather, with myself, I ruminated on my want of generalship. and he made a little dip of his cane towards Brandon Hall over his shoulder.",MISS LAKE DECLINED THE CARRIAGE TO NIGHT AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY BUT DON'T THESE VERY WISE THING,MISS LAKE DECLINED THE CARRIAGE TO NIGHT AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY BUT DON'T THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER BY THIS TIME LORD CHELFORD AND WYLDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATED ON MY WANT OF GENERAL SHIP AND HE MADE A LITTLE DIP OF HIS CANE TOWARDS BRANDON HALL OVER HIS SHOULDER,0.0833
