dataset,sample_id,duration_group,error_rate,metric,hypothesis,reference
librispeech,librispeech_6829-68771,extra_long,0.0573,WER,"So, to the surprise of the Democratic Committee and all his friends, Mr. Hopkins announced that he would oppose Forbes' aggressive campaign with an equal aggressiveness, and spend as many dollars in doing so as might be necessary. One of Mr. Hopkins' first tasks, after calling his faithful henchmen around him, was to make a careful canvas of the voters of his district to see what was still to be accomplished. The weak-kneed contingency must be strengthened and fortified, and a couple of hundred votes in one way or the other secured from the opposition. The Democratic Committee figured out a way to do this. Under ordinary conditions, Reynolds was sure to be elected, but the committee proposed to sacrifice him in order to elect Hopkins. The only thing necessary was to fix Seth Reynolds, and this Hopkins arranged personally. And this was why Kenneth and Beth discovered him conversing with the young woman in the buggy.",SO TO THE SURPRISE OF THE DEMOCRATIC COMMITTEE AND ALL HIS FRIENDS MISTER HOPKINS ANNOUNCED THAT HE WOULD OPPOSE FORBES'
librispeech,librispeech_6930-75918,extra_long,0.0053,WER,concord returned to its place amidst the tents the english forwarded to the french baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess the french in return invited the english to a supper which was to be given the next day congratulations were poured in upon the princess everywhere during her journey from the respect paid her on all sides she seemed like a queen and from the adoration with which she was treated by two or three she appeared an object of worship the queen mother gave the french the most affectionate reception france was her native country and she had suffered too much unhappiness in england for england to have made her forget france she taught her daughter then by her own affection for it that love for a country where they had both been hospitably received and where a brilliant future opened for them the count had thrown himself back on his seat leaning his shoulders against the partition of the tent and remained thus his face buried in his hands with heaving chest and restless limbs,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD 
librispeech,librispeech_6930-76324,extra_long,0.0319,WER,"goliath makes another discovery they were certainly no near the solution of their problem the poor little things cried cynthia think of them having been turned to the wall all these years now what is the sense of it two innocent babies like that but joyce had not been listening all at once she put down her candle on the table and faced her companion The twin brother did something she didn't like, and she turned his picture to the wall. Hers happened to be on the same frame, too, but she evidently didn't care about it. Now what have you to say, Cynthia Sprague? I thought we were stumped again when I first saw that picture, but it's been of some use after all. Do you suppose the miniature was a copy of the same thing? What in the world is it? queried Joyce. They worry me terribly, and besides, I'd like to see what this lovely furniture looks like without such quantities of dust all over it. Good scheme, Sin. We'll come in here this afternoon with old clothes on and have a regular house cleaning.",GOLIATH MAKES ANOTHER DISCOVERY THEY WERE CERTAINLY NO NEARER THE SOLUTION OF THEIR PROBLEM THE POOR LITTLE THINGS CRIED
librispeech,librispeech_6930-81414,extra_long,0.0068,WER,no words were spoken no language was uttered save that of wailing and hissing and that somehow was indistinct as if it existed in fancy and not in reality i heard a noise behind i turned and saw kaffir his black eyes shining while in his hand he held a gleaming knife he lifted it above his head as if to strike but i had the strength of ten men and i hurled him from me onward said a distant voice no sound broke the stillness of the night the story of its evil influence came back to me and in my bewildered condition i wondered whether there was not some truth in what had been said what was that what then a human hand large and shapely appeared distinctly on the surface of the pond nothing more not even the wrist to which it might be attached,NO WORDS WERE SPOKEN NO LANGUAGE WAS UTTERED SAVE THAT OF WAILING AND HISSING AND THAT SOMEHOW WAS INDISTINCT AS IF IT E
librispeech,librispeech_7021-79730,extra_long,0.049,WER,"The Three Modes of Management To suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design by reason and affection. As the chase drives away, Mary stands bewildered and perplexed on the doorstep, her mind in a tumult of excitement in which hatred of the doctor, distrust, and suspicion of her mother, disappointment, vexation, and ill-humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend, doing perhaps an irreparable injury. The mother, as soon as the chase is so far turned that Mary can no longer watch the expression of her countenance, goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice.",THE THREE MODES OF MANAGEMENT TO SUPPOSE THAT THE OBJECT OF THIS WORK IS TO AID IN EFFECTING SUCH A SUBSTITUTION AS THAT
librispeech,librispeech_7021-79740,extra_long,0.0056,WER,"To such persons, these indirect modes of training children in habits of subordination to their will, or rather of yielding to their influence, are specially useful. Della had a young sister named Maria, and a cousin whose name was Jane. Now, Delia contrived to obtain a great influence and ascendancy over the minds of the children by means of these dolls. To give an idea of these conversations, I will report one of them in full. You have come, Andella, Andella was the name of Jane's doll, to make Rosalie a visit. I am very glad. I expect you have been a very good girl, Andella, since you were here last. Then, turning to Jane, she asked, in a somewhat altered tone, Has she been a good girl, Jane? For instance, one day the children had been playing upon the piazza with blocks and other playthings, and finally had gone into the house, leaving all the things on the floor of the piazza instead of putting them away in their places, as they ought to have done.",TO SUCH PERSONS THESE INDIRECT MODES OF TRAINING CHILDREN IN HABITS OF SUBORDINATION TO THEIR WILL OR RATHER OF YIELDING
librispeech,librispeech_7021-85628,extra_long,0.026,WER,"But Anders cared nothing about that. He made a bow so deep that his back came near breaking. And he was dumbfounded, I can tell you, when he saw it was nobody but Anders. He was such a big boy that he wore high boots and carried a jackknife. Now, this knife was a splendid one, though half the blade was gone, and the handle was a little cracked and Anders knew that one is almost a man as soon as one has a jackknife. Yes, why not, thought Anders. Seeing that I am so fine, I may as well go and visit the king. I am going to the court ball, answered Anders. And she took Anders' hand and walked with him up the broad marble stairs, where soldiers were posted at every third step, and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went.",BUT ANDERS CARED NOTHING ABOUT THAT HE MADE A BOW SO DEEP THAT HIS BACK CAME NEAR BREAKING AND HE WAS DUMBFOUNDED I CAN 
librispeech,librispeech_7127-75946,extra_long,0.0231,WER,"At the conclusion of the banquet, which was served at five o'clock, the king entered his cabinet, where his tailors were awaiting him for the purpose of trying on the celebrated costume representing spring, which was the result of so much imagination, and had cost so many efforts of thought to the designers and ornament workers of the court. Ah, very well. Let him come in, then, said the king, and as if Colbert had been listening at the door for the purpose of keeping himself au courant with the conversation, he entered as soon as the king had pronounced his name to the two courtiers. Gentlemen, do your posts, whereupon Saint-Aignan and Villeroy took their leave. Certainly, sire, but I must have money to do that. What? What do you mean, inquired Louise? He has given them with too much grace not to have others still to give, if they are required, which is the case at the present moment. It is necessary, therefore, that he should comply. The king frowned.",AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WHERE HIS TAILORS WERE AW
librispeech,librispeech_7127-75947,extra_long,0.0169,WER,everyone could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed upon this madame deigned to turn her eyes languishingly towards the comte observing do you think so she replied with indifference yes the character which your royal highness assumed is in perfect harmony with your own explain yourself i allude to the goddess the princess inquired no she then rose humming the air to which she was presently going to dance the arrow pierced his heart and wounded him mortally a quarter of an hour afterwards he returned to the theatre but it will be readily believed that it was only a powerful effort of reason over his great excitement that enabled him to go back or perhaps for love is thus strangely constituted he found it impossible even to remain much longer separated from the presence of one who had broken his heart,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WE
librispeech,librispeech_7176-88083,extra_long,0.0266,WER,"All about him was a tumult of bright and broken color, scattered in broad splashes. The merganser had a crested head of iridescent green-black, a broad collar of lustrous white, black back, black and white wings, white belly, sides finely penciled in black and white, and a breast of rich chestnut red streaked with black. His feet were red, his long, narrow beak, with its saw-toothed edges and sharp hooked tip, was bright red. But here he was at a terrible disadvantage as compared with the owls, hawks, and eagles. He had no rending claws. But suddenly, straight and swift as a diving cormorant, he shot down into the torrent and disappeared beneath the surface. Once fairly a wing, however, he wheeled and made back hurriedly for his perch. It might have seemed that a trout of this size was a fairly substantial meal, but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak, his fierce red eyes were once more peering downward into the torrent in search of fresh prey.",ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES THE MERGANSER HAD A CRESTED HEAD OF IR
librispeech,librispeech_7176-92135,extra_long,0.0333,WER,"He is a welcome figure at the garden parties of the elect, who are always ready to encourage him by accepting free seats for his play. Actor-managers nod to him, editors allow him to contribute, without charge, to a symposium on the price of golf balls. In short, he becomes a prominent figure in London society, and, if he is not careful, somebody will say so. But even the unsuccessful dramatist has his moments. your play must be not merely a good play but a successful one frankly i cannot always say but suppose you said i'm fond of writing my people always say my letters home are good enough for punch i've got a little idea for a play about a man and a woman and another woman and but perhaps i better keep the plot a secret for the moment anyhow it's jolly exciting and i can do the dialogue alright. Lend me your ear for 10 minutes and you shall learn just what stagecraft is. And I should begin with a short homily on soliloquy.",HE IS A WELCOME FIGURE AT THE GARDEN PARTIES OF THE ELECT WHO ARE ALWAYS READY TO ENCOURAGE HIM BY ACCEPTING FREE SEATS 
librispeech,librispeech_7729-102255,extra_long,0.0741,WER,the bogus legislature numbered 36 members this was at the march election 1855 that summer's immigration however being mainly from the free states greatly changed the relative strengths of the two parties for general service therefore requiring no special effort the numerical strength of the factions was about equal while on extraordinary occasions the 2000 border ruffian reserve lying a little farther back from the state line could at any time easily turn the scale the free state men had only their convictions their intelligence their courage and the moral support of the north the conspiracy had its secret combination the territorial officials the legislature the bogus laws the courts the militia officers the president and the army This was a formable array of advantages. Slavery was playing with loaded dice.,THE BOGUS LEGISLATURE NUMBERED THIRTY SIX MEMBERS THIS WAS AT THE MARCH ELECTION EIGHTEEN FIFTY FIVE THAT SUMMER'S EMIGR
librispeech,librispeech_8224-274381,extra_long,0.008,WER,"Though thrown into prison for this enterprise and detained some time, he was not discouraged, but still continued by his countenance and protection to infuse spirit into the distressed royalists. Among other persons of distinction who united themselves to him was Lord Napier of Murchiston, son of the famous inventor of the logarithms, the person to whom the title of a great man is more justly due than to any other whom his country ever produced. While the former foretold that the Scottish Covenanters were secretly forming a union with the English Parliament, and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined",THOUGH THROWN INTO PRISON FOR THIS ENTERPRISE AND DETAINED SOME TIME HE WAS NOT DISCOURAGED BUT STILL CONTINUED BY HIS C
librispeech,librispeech_8224-274384,extra_long,0.0429,WER,"He passed through Henley, St Albans, and came so near to London as Harrow-on-the-Hill. The Scottish generals and commissioners affected great surprise on the appearance of the king, and though they paid him all the exterior respect due to his dignity, they instantly set a guard upon him under colour of protection, and made him in reality a prisoner. They informed the English Parliament of this unexpected incident, and assured them that they had entered into no private treaty with the king. Or hath he given us any gift? And the men of Israel answered the men of Judah, and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us, that our advice should not be first had in bringing back our king?",HE PASSED THROUGH HENLEY SAINT ALBANS AND CAME SO NEAR TO LONDON AS HARROW ON THE HILL THE SCOTTISH GENERALS AND COMMISS
librispeech,librispeech_8230-279154,extra_long,0.0072,WER,"The analysis of knowledge will occupy us until the end of the thirteenth lecture, and is the most difficult part of our whole enterprise. What is called perception differs from sensation by the fact that the sensational ingredients bring up habitual associates, images and expectations of their usual correlates, all of which are subjectively indistinguishable from the sensation. Whether or not this principle is liable to exceptions, everyone would agree that it has a broad measure of truth, though the word exactly might seem an overstatement, and it might seem more correct to say that ideas approximately represent impressions. And what sort of evidence is logically possible? There is no logical impossibility in the hypothesis that the world sprang into being five minutes ago, exactly as it then was, with a population that remembered a wholly unreal past.",THE ANALYSIS OF KNOWLEDGE WILL OCCUPY US UNTIL THE END OF THE THIRTEENTH LECTURE AND IS THE MOST DIFFICULT PART OF OUR W
aishell1,aishell1_S0002_01,long,0.0575,CER,而对面楼市成交意志作用最大的限购也成为地方政府的眼中钉自六月底呼和号特市率先宣布取消限购后,而对楼市成交抑制作用最大的限购也成为地方政府的眼中钉自六月底呼和浩特市率先宣布取消限购后
aishell1,aishell1_S0003_01,long,0.0079,CER,"这些高净值人士都是上述房企海外项目的潜在客群,多家在海外开发项目的房企负责人也表示,他们项目锁定的主要客户群就是由海外置业需求的华人。",这些高净值人士都是上述房企海外项目的潜在客群多家在海外开发项目的房企负责人也表示他们项目锁定的主要客户群就是有海外置业需求的华人
aishell1,aishell1_S0004_01,long,0.0,CER,不排除购房者可以在互联网上下单行业集中度加速提高资本市场收购案例急剧增长房地产行业也正在以加倍的速度兼并重组,不排除购房者可以在互联网上下单行业集中度加速提高资本市场收购案例急剧增长房地产行业也正在以加倍的速度兼并重组
aishell1,aishell1_S0005_01,long,0.0297,CER,十一年后就是十五万亿元即使销售面积不增加碰到天花板还有一倍的市场空间俞亮说相信白银时代依然是贵金属的时代,十年后就是十五万亿元即使销售面积不增加碰到天花板还有一倍的市场空间郁亮说相信白银时代依然是贵金属的时代
aishell1,aishell1_S0006_01,long,0.3333,CER,"同比增长22.6%,增速比上年末高7.9个百分点,个人购房贷款余额11.52万亿元,同比增长17.5%。",同比增长百分之二十二点六增速比上年末高七点九个百分点个人购房贷款馀额十一点五二万亿元同比增长百分之十七点五
aishell1,aishell1_S0007_01,long,0.0381,CER,对于长袖上午的上市公司而言加码金融投资获得不菲回报也成为了热门选择新湖中宝季去年入股温州银行抢时金改红利后,对于长袖善舞的上市公司而言加码金融投资获得不菲回报也成为了热门选择新湖中宝继去年入股温州银行抢食金改红利后
aishell1,aishell1_S0008_01,long,0.0515,CER,尤其对于一二线重点城市而言在2014年年底已出现房价值跌反弹的迹象这会使得市场预期得到进一步的改变,尤其对于一二线重点城市而言在二零一四年年底已出现房价止跌反弹的迹象这会使得市场预期得到进一步的改变
aishell1,aishell1_S0009_01,long,0.0353,CER,产业标杆全线升级优势互补出了标杆产品的推出保隆在相关城市综合体的配套产业上同样稳步推进,产业标杆全线升级优势互补除了标杆产品的推出宝龙在相关城市综合体的配套产业上同样稳步推进
aishell1,aishell1_S0010_01,long,0.0,CER,高周转就是牺牲利润一些企业开始转而做高利润率与当初土地价格持平如果再计算其他基础费用项目去年入市后销售速度很慢,高周转就是牺牲利润一些企业开始转而做高利润率与当初土地价格持平如果再计算其他基础费用项目去年入市后销售速度很慢
aishell1,aishell1_S0011_01,long,0.0,CER,由此导致九龙仓趁机成为绿城第二大股东宋卫平的绿城和孙宏斌的融创之间的收购和反收购风波绿城项目的规划设计水平很高,由此导致九龙仓趁机成为绿城第二大股东宋卫平的绿城和孙宏斌的融创之间的收购和反收购风波绿城项目的规划设计水平很高
aishell1,aishell1_S0012_01,long,0.0531,CER,"你还囤着车库、商铺慢慢卖吗?恒大都卖米了,你还只雇着卖房吗?包括食物安置和货币安置计划。因应地质疑,确定城市棚户区改造安置方式。",你还囤着车库商铺慢慢卖吗恒大都卖米了你还只顾着卖房吗包括实物安置和货币安置计划应因地制宜确定城市棚户区改造安置方式
aishell1,aishell1_S0013_01,long,0.0632,CER,调控也逐渐淡出了政府的决议内容2015年6月浙江住宅销售价格快速回升6月浙江住宅销售价格快速回升,调控也逐渐淡出了政府的决议内容二零一五年六月浙江住宅销售价格快速回升六月浙江住宅销售价格快速回升
aishell1,aishell1_S0014_01,long,0.0667,CER,折合楼面价3.8万元每平方米一举刷新北京总地价记录这是市场对于未来的良好预期,折合楼面价三点八万元每平方米一举刷新北京总地价纪录这是市场对于未来的良好预期
aishell1,aishell1_S0015_01,long,0.045,CER,尽管中国政府在上个月推出了拯救楼市的一篮子计划但大部分地产商仍对未来缺乏信心纷纷调低2015年销售业绩的增长目标,尽管中国政府在上个月推出了拯救楼市的一揽子计划但大部分地产商仍对未来缺乏信心纷纷调低二零一五年销售业绩的增长目标
aishell1,aishell1_S0016_01,long,0.0123,CER,而在经营上采取轻资产重运营的策略这都是起运营效率高于传统公司如果互联网营销经营得当,而在经营上采取轻资产重运营的策略这都是其运营效率高于传统公司如果互联网营销经营得当
aishell1,aishell1_S0017_01,long,0.0,CER,不少平台笼络的不过是马路游击队纠纷很多却无力解决一些自营公司也难免将订单转包给加盟工队质量控制难免存在问题,不少平台笼络的不过是马路游击队纠纷很多却无力解决一些自营公司也难免将订单转包给加盟工队质量控制难免存在问题
aishell1,aishell1_S0018_01,long,0.0374,CER,特别是全国性的地产巨头万科绿地最近一两年与互联网金融的接触更为频繁与平安号防网联手推出一款互联网金融累查产品,特别是全国性的地产巨头万科绿地最近一两年与互联网金融的接触更为频繁与平安好房网联手推出一款互联网金融理财产品
aishell1,aishell1_S0019_01,long,0.0187,CER,拆除微旧住房9万套拉动了新疆兵团经济发展提高了新疆兵团的凝聚力向心力通过棚户区改造房屋征收连队转型发展等工作,拆除危旧住房九万套拉动了新疆兵团经济发展提高了新疆兵团的凝聚力向心力通过棚户区改造房屋征收连队转型发展等工作
aishell1,aishell1_S0020_01,long,0.1053,CER,上海中原地产研究总监宋慧雍成就在11月21日央行突然宣布降息后11月下半月成交出现戏剧性的一幕,上海中原地产研究总监宋会雍称就在十一月二十一日央行突然宣布降息后十一月下半月成交出现戏剧性的一幕
aishell1,aishell1_S0021_01,long,0.0297,CER,"从目前的土地市场看,房企拿地热情依然高涨,高溢价率土地频频入市,如2月16日在武汉市土地市场的节前收官之战中。",从目前的土地市场看房企拿地热情依然高涨高溢价率土地频频入市如二月十六日在武汉市土地市场的节前收官之战中
aishell1,aishell1_S0022_01,long,0.0916,CER,突如其来的降息让不少人联想起上次中兴网重庆1月15日电租金下行风险将增大2014年第四季度重庆写字楼市场有逾32万平方米的新增供应,突如其来的降息让不少人联想起上次中新网重庆一月十五日电租金下行风险将增大二零一四年第四季度重庆写字楼市场有逾三十二万平方米的新增供应
aishell1,aishell1_S0023_01,long,0.191,CER,23家全国品牌企业市场份额已达到20.31%品牌企业越来越注重全产业链价值的深度挂掘,二十三家全国品牌企业市场份额已达到百分之二十点三一品牌企业越来越注重全产业链价值的深度挖掘
aishell1,aishell1_S0024_01,long,0.0165,CER,16庄地块成交的信息公布后售楼处咨询电话就没断过相比新成交的热门地块和周边其他在售项目随着成交地块逐渐进入开发阶段售卖阶段,石榴庄地块成交的信息公布后售楼处咨询电话就没断过相比新成交的热门地块和周边其他在售项目随着成交地块逐渐进入开发阶段售卖阶段
aishell1,aishell1_S0025_01,long,0.0,CER,黑暗之心一月份全国各城市商品房住宅成交量普遍下滑楼市成交量环比回落土地市场却在明显升温,黑暗之心一月份全国各城市商品房住宅成交量普遍下滑楼市成交量环比回落土地市场却在明显升温
aishell1,aishell1_S0026_01,long,0.1705,CER,这预示着房企对后市的预期正在逐步转向乐观2015年的市场会比2014年好预计交易量会有5%的增长房价平均涨幅可能在5%左右,这预示着房企对后市的预期正在逐步转向乐观二零一五年的市场会比二零一四年好预计交易量会有百分之五的增长房价平均涨幅可能在百分之五左右
aishell1,aishell1_S0027_01,long,0.012,CER,一二线城市已成为房企主要阵地随着信贷及调控政策的进一步放松房企将调整策略加大拿的步伐,一二线城市已成为房企主要阵地随着信贷及调控政策的进一步放松房企将调整策略加大拿地步伐
aishell1,aishell1_S0028_01,long,0.0123,CER,万科说的最多的是转型创新万科在学习互联网思维在讲白银时代的故事在推进事业合伙人等等,万科说得最多的是转型创新万科在学习互联网思维在讲白银时代的故事在推进事业合伙人等等
aishell1,aishell1_S0029_01,long,0.0826,CER,"这两位一度惺惺相惜,好兄弟似的大佬深化了三年来的合作关系从2014年10月底宋卫平开始释放回归意愿荣率之争夹杂着前所未有的关注",这两位一度惺惺相惜好兄弟式的大佬深化了三年来的合作关系从二零一四年十月底宋卫平开始释放回归意愿融绿之争夹杂着前所未有的关注
aishell1,aishell1_S0030_01,long,0.0495,CER,去年8月搜索网提出向房产交易平台转型链家宣布停止与搜索网的合作《新京报》记者侯少青社在最终导致他们灭绝之前,去年八月搜房网提出向房产交易平台转型链家宣布停止与搜房网的合作新京报记者侯少卿摄在最终导致他们灭绝之前
aishell1,aishell1_S0031_01,long,0.0084,CER,"线下的中介公司如链家地产,我爱我家等都在布局线上而以搜访网为代表的线上公司则在布局线下各家公司都力图打通线上与线下交易环节",线下的中介公司如链家地产我爱我家等都在布局线上而以搜房网为代表的线上公司则在布局线下各家公司都力图打通线上与线下交易环节
aishell1,aishell1_S0032_01,very_long,0.0282,CER,甄园占比分额更高达六成以上北京千万级豪宅平均每售出九套就有六套来自甄园即使在全国楼盘销售排行中甄园也居于前三名之列北京将会有一大批高端项目入市也让业内看见了未来两年北京商品住宅高端化的趋势而融创农长管地块的高价取证,臻园占比份额更高达六成以上北京千万级豪宅平均每售出九套就有六套来自臻园即使在全国楼盘销售排行中臻园也居于前三名之列北京将会有一大批高端项目入市也让业内看见了未来两年北京商品住宅高端化的趋势而融创农展馆地块的高价取证
aishell1,aishell1_S0033_01,very_long,0.1229,CER,全国销售金额超过52亿元2014年占销售总额的20.3%迅龙高手二龙头房企开辟新开地图龙头房企的多元化步伐纷纷加快恒大开始卖粮卖油卖矿泉水卖婴幼儿奶粉动画片迅龙高手二不负期待,全年销售金额超过五十二亿元二零一四年占销售总额的百分之二十点三驯龙高手二龙头房企开辟新开地图龙头房企的多元化步伐纷纷加快恒大开始卖粮卖油卖矿泉水卖婴幼儿奶粉动画片驯龙高手二不负期待
aishell1,aishell1_S0034_01,very_long,0.137,CER,绿地的海外拓展最为凶猛2014年绿地集团海外收入达到153亿元较上年大幅增加400%较上年大增500%绿地海外投资总额新增约100亿美元力争在量至两个层面均能实现突破包括顺应中国市场消费结构和消费需求转型升级的趋势,绿地的海外拓展最为凶猛二零一四年绿地集团海外收入达到一百五十三亿元较上年大幅增加百分之四百较上年大增百分之五百绿地海外投资总额新增约一百亿美元力争在量质两个层面均能实现突破包括顺应中国市场消费结构和消费需求转型升级的趋势
aishell1,aishell1_S0035_01,very_long,0.0055,CER,养老地产合作成新热点据了解显资的身影经常出现在房地产行业如泰康等部分保险公司直接投资不动产而养老业务的拓展需要地产强有力的资源支撑保险公司不需要融资可以直接将养老地产变成保险产品销售,养老地产合作成新热点据了解险资的身影经常出现在房地产行业如泰康等部分保险公司直接投资不动产而养老业务的拓展需要地产强有力的资源支撑保险公司不需要融资可以直接将养老地产变成保险产品销售
aishell1,aishell1_S0036_01,very_long,0.0514,CER,"中心网5月11日电,揭示了绿地集团引领行业敲除地位的品牌内涵,并代表公司向北京绿化基金会进行了碳中和工艺捐赠,专项用于北京城市节能减排碳汇中和工作。据立地集团北京媒体关系中心负责人透露",中新网五月十一日电揭示了绿地集团引领行业翘楚地位的品牌内涵并代表公司向北京绿化基金会进行了碳中和公益捐赠专项用于北京城市节能减排碳汇中和工作据绿地集团北京媒体关系中心负责人透露
aishell1,aishell1_S0037_01,very_long,0.0881,CER,与绿色北京同行活动将以音乐为载体通过多角度系统化的形式将绿地为国际一流和谐移居制度的建设共同努力成为最环保启动仪式中新网5月11日点胡润百富官网中新网10月15日点胡润研究院发布2015胡润百富榜,与绿色北京同行活动将以音乐为载体通过多角度系统化的形式将绿地为国际一流和谐宜居之都的建设共同努力成为最环保启动仪式中新网五月十一日电胡润百富官网中新网十月十五日电胡润研究院发布二零一五胡润百富榜
aishell1,aishell1_S0038_01,very_long,0.1314,CER,大学城、八南鱼洞、北培等板块的部分楼盘建议价格含在5000元以下最低的见面价格只有4200元推出特价房等力度颇大的优惠举措2016年中国会爆发房地产危机吗?2016年中国会爆发房地产危机吗,大学城巴南鱼洞北碚等板块的部分楼盘建议价格还在五千元以下最低的建面价格只有四千二元推出特价房等力度颇大的优惠举措二零一六年中国会爆发房地产危机吗二零一六年中国会爆发房地产危机吗
aishell1,aishell1_S0039_01,very_long,0.0223,CER,如果当前的住房繁荣会刺激住房供给再次增加那么这种住房繁荣后面一定会潜伏中国房地产市场的新危机中国这场房地产市场的新危机就可能在2016年爆发随之国内房地产市场将陷入新的一轮调整周期,如果当前的住房繁荣会刺激住房供给再次增加那么这种住房繁荣后面一定会潜伏中国房地产市场的新危机中国这场房地产市场的新危机就可能在二零一六年爆发随之国内房地产市场将陷入新的一轮调整周期
aishell1,aishell1_S0040_01,very_long,0.0226,CER,"分明是要清清楚楚地与爱空间划行界线。爱空间创始人陈伟也给出了自己的说法,对二者的关系进行了自己的解读。爱空间商业行走模式,指手小米模式。雷军除了是小米科技创始人,同时也是顺为资本创始合伙人兼董事长的身份。但硬要把顺为资本的事说成小米的事",分明是要清清楚楚地与爱空间划清界限爱空间创始人陈炜也给出了自己的说法对二者的关系进行了自己的解读爱空间商业行走模式执守小米模式雷军除了是小米科技创始人同时也是顺为资本创始合伙人兼董事长的身份但硬要把顺为资本的事说成小米的事
aishell1,aishell1_S0041_01,very_long,0.1217,CER,库存价格涨跌幅不均衡的局面因此大部分企业在接下来的三个多月都要加快销售速度大部分企业年度销售任务完成率为50%左右都需要加快销售节奏否则完成年度目标的可能性较小从8月房地产市场销售数据来看我们下期再见,库存价格涨跌幅不均衡局面因此大部分企业在接下来的三个多月都要加快销售速度大部分企业年度销售任务完成率为百分之五十左右都需要加快销售节奏否则完成年度目标的可能性较小从八月房地产市场销售数据来看
aishell1,aishell1_S0042_01,very_long,0.1256,CER,在未来不足两个月的业绩收官时间内多数房企都在搞跨界营销力争提高年度销售目标完成率仅从今年10月份单月销售额来看上述21家房企表现要比金酒好其10月份单月合计销售额为1093亿元与9月份实现的952亿元销售额相比,在未来不足两个月的业绩收官时间内多数房企都在搞跨界营销力争提高年度销售目标完成率仅从今年十月份单月销售额来看上述二十一家房企表现要比金九好其十月份单月合计销售额为一千零九十三亿元与九月份实现的九百五十二亿元销售额相比
aishell1,aishell1_S0043_01,very_long,0.0442,CER,而本轮国企改革顶层意见的出台无疑将加快房地产国企改革的步伐与多数公司采取母公司资产注入子公司不同的是招商系选择了母公司合并子公司的方案招商系地产的重组被称无先例重组招商地产将随之退市好久不見,而本轮国企改革顶层意见的出台无疑将加快房地产国企改革的步伐与多数公司采取母公司资产注入子公司不同的是招商系选择了母公司合并子公司的方案招商系地产的重组被称无先例重组招商地产将随之退市
aishell1,aishell1_S0044_01,very_long,0.0269,CER,华侨城在此轮国企改革中积极尝试未来整体效率将优化和提速招商地产酝酿了7年的股票期权首次授予计划公布同属招商局旗下的招商银行推出了61亿员工持股计划据招商地产内部人员事透露在上述股权激励的基础下公司内部管理层激励新计划也在制定中,华侨城在此轮国企改革中积极尝试未来整体效率将优化和提速招商地产酝酿了七年的股票期权首次授予计划公布同属招商局旗下的招商银行推出了六十亿员工持股计划据招商地产内部人士透露在上述股权激励的基础下公司内部管理层激励新计划也在制定中
aishell1,aishell1_S0045_01,very_long,0.0955,CER,"虽然自去年起房企融资再度开闸,但房企海外融资渠道不称,共募集资金约和人民币570亿元。在分化加剧的背景下行业并购重组的步伐正在加快房地产业并购案力高达257宗",虽然自去年起房企融资再度开闸但房企海外融资渠道不畅共募集资金约合人民币五百七十亿元在分化加剧的背景下行业并购重组的步伐正在加快房地产业并购案例高达二百五十七宗
aishell1,aishell1_S0046_01,very_long,0.1105,CER,平均消化周期18个月库存消化周期是库存存量与前三月销售周期的比值高于18个月呈现供过于求低于6个月则供不应求24个重点监测城市中14个城市库存周期超过18个月烟台高达43.4个月,平均消化周期十八个月库存消化周期是库存存量与前三月销售周期的比值高于十八个月呈现供过于求低于六个月则供不应求二十四个重点监测城市中十四个城市库存周期超过十八个月烟台高达四十三点四个月
aishell1,aishell1_S0047_01,very_long,0.0124,CER,5家房企预告净利润亏损剔除数据公布不全的房企后按照预告净利润同比增长下限来看净利润同比上升企业为9家房地产市场持续下行不少房企迫于资金压力均采取以价换量的销售策略,五家房企预告净利润亏损剔除数据公布不全的房企后按照预告净利润同比增长下限来看净利润同比上升企业为九家房地产市场持续下行不少房企迫于资金压力均采取以价换量的销售策略
